level,stage,english
2,first,gather
2,first,glue
2,first,golf
2,first,govern
2,first,grade
2,first,greet
2,first,guard
2,first,hammer
2,first,handle
2,first,hang
2,first,hide
2,first,hire
2,first,hop
2,first,hum
2,first,humble
2,first,hunt
2,first,hurry
2,first,ignore
2,first,imagine
2,first,improve
2,first,include
2,first,increase
2,first,indicate
2,first,influence
2,first,ink
2,first,insist
2,first,instance
2,first,interview
2,first,introduce
2,first,invent
2,first,invite
2,first,jam
2,first,jazz
2,first,jog
2,first,joint
2,first,judge
2,first,knock
2,first,lend
2,first,lick
2,first,limit
2,first,link
2,first,locate
2,first,lock
2,first,log
2,first,lose
2,first,lower
2,first,maintain
2,first,mark
2,first,mask
2,first,match
2,first,mate
2,first,measure
2,first,mine
2,first,mirror
2,first,mix
2,first,model
2,first,motion
2,first,multiply
2,first,nail
2,first,narrow
2,first,needle
2,first,neighbor
2,first,nest
2,first,net
2,first,nod
2,first,obey
2,first,object
2,first,occur
2,first,offer
2,first,omit
2,first,operate
2,second,organize
2,second,pack
2,second,package
2,second,pain
2,second,pardon
2,second,parrot
2,second,paste
2,second,pat
2,second,pattern
2,second,pepper
2,second,perfect
2,second,phone
2,second,photo
2,second,photograph
2,second,phrase
2,second,pick
2,second,picnic
2,second,pile
2,second,pillow
2,second,pin
2,second,pipe
2,second,pitch
2,second,plate
2,second,poison
2,second,pose
2,second,post
2,second,pot
2,second,pound
2,second,praise
2,second,pray
2,second,prefer
2,second,present
2,second,press
2,second,pride
2,second,prize
2,second,produce
2,second,progress
2,second,project
2,second,promise
2,second,pronounce
2,second,propose
2,second,protect
2,second,provide
2,second,pump
2,second,punish
2,second,puzzle
2,second,quarter
2,second,quit
2,second,quiz
2,second,range
2,second,realize
2,second,record
2,second,refuse
2,second,regard
2,second,reject
2,second,repeat
2,second,reply
2,second,require
2,second,respect
2,second,result
2,second,review
2,second,rock
2,second,rush
2,second,sample
2,second,sandwich
2,second,satisfy
2,second,sauce
2,second,score
2,second,screen
2,second,search
2,second,section
2,second,select
2,second,separate
2,second,settle
2,second,share
2,second,shell
2,second,shock
2,second,shoot
2,second,shower
2,second,sign
2,second,silence
2,second,single
2,second,sink
2,second,skirt
2,second,slide
2,second,slim
2,second,slip
2,second,snack
2,second,solve
2,second,sort
2,second,speed
2,second,spot
2,second,spread
2,second,spring
2,second,stage
2,second,stamp
2,second,steal
2,second,steam
2,second,steel
2,second,stick
2,second,storm
2,second,stream
2,second,stress
2,second,stretch
2,second,strike
2,second,string
2,second,struggle
2,second,subtract
2,second,succeed
2,second,suit
2,second,supply
2,second,support
2,second,surface
2,second,survive
2,second,swallow
2,second,sweep
2,second,swing
2,second,tape
2,second,target
2,second,task
2,second,team
2,second,tear
2,second,telephone
2,second,term
2,second,test
2,second,thumb
2,second,thunder
2,second,tip
2,second,title
2,second,toast
2,second,toe
2,second,tongue
2,second,tour
2,second,towel
2,second,tower
2,second,track
2,second,trade
2,second,traffic
2,second,trap
2,second,travel
2,second,treasure
2,second,treat
2,second,trick
2,second,truck
2,second,trumpet
2,second,trust
2,second,tunnel
2,second,type
2,second,uniform
2,second,vacation
2,second,value
2,second,vote
2,second,wake
2,second,wave
2,second,wed
2,second,wet
2,second,wheel
2,second,whisper
2,second,widen
2,second,wing
2,second,wire
2,second,wonder
2,second,wound
2,second,abroad
2,second,alike
2,second,aloud
2,second,altogether
2,second,anyhow
2,second,anyplace
2,second,anytime
2,second,anyway
2,second,anywhere
2,second,backward
2,second,backwards
2,second,besides
2,second,beyond
2,second,cheap
2,second,daily
2,second,double
2,second,downtown
2,second,especially
2,second,express
2,second,extra
2,second,fair
2,second,firm
2,second,flat
2,second,forward
2,second,forwards
2,second,further
2,second,hardly
2,second,however
2,second,ill
2,second,increasingly
2,second,nearby
2,second,nearly
2,second,neither
2,second,none
2,second,overseas
2,second,rather
2,second,simply
2,second,somewhere
2,second,straight
2,second,therefore
2,second,through
2,second,throughout
2,second,whenever
2,second,wherever
2,second,wild
2,second,within
2,second,without
2,second,besides
2,second,beyond
2,second,following
2,second,minus
2,second,per
2,second,plus
2,second,through
2,second,throughout
2,second,upon
2,second,within
2,second,without
2,second,worth
2,second,although
2,second,neither
2,second,whenever
2,second,wherever
2,second,ability
2,second,absence
2,second,addition
2,second,advance
2,second,affair
2,second,aid
2,second,aim
2,second,aircraft
2,second,airline
2,second,alarm
2,second,album
2,second,almond
2,second,alphabet
2,second,amount
2,second,ankle
2,second,apartment
2,second,appearance
2,second,appetite
2,second,apron
2,second,argument
2,second,armchair
2,second,arrangement
2,second,arrest
2,second,arrow
2,second,artist
2,second,assistant
2,second,attack
2,second,attention
2,second,baby-sitter
2,second,bakery
2,second,balcony
2,second,bamboo
2,second,banker
2,second,barbecue
2,second,bark
2,second,basement
2,second,basics
2,second,basis
2,second,battle
2,second,bead
2,second,bean
2,second,beard
2,second,bedroom
2,second,beef
2,second,beep
2,second,beer
2,second,beetle
2,second,beginner
2,second,belief
2,second,belt
2,second,bench
2,second,bend
2,second,bet
2,second,bill
2,second,blackboard
2,second,blank
2,second,board
2,second,boil
2,second,bomb
2,second,bookcase
2,second,boss
2,second,bother
2,second,bottle
2,second,bow
2,second,bowling
2,second,brain
2,second,branch
2,second,brand
2,second,brick
2,second,brief
2,second,broadcast
2,second,brunch
2,second,brush
2,second,bun
2,second,bundle
2,second,burger
2,second,burn
2,second,burst
2,second,business
2,second,button
2,second,cabbage
2,second,cable
2,second,café
2,second,cafeteria
2,second,calendar
2,second,calm
2,second,cancer
2,second,candle
2,second,captain
2,second,carpet
2,second,carrot
2,second,cart
2,second,cartoon
2,second,cash
2,second,cassette
2,second,castle
2,second,catsup
2,second,cave
2,second,ceiling
2,second,cell
2,second,century
2,second,cereal
2,second,chalk
2,second,change
2,second,character
2,second,charge
2,second,cheat
2,second,chemical
2,second,chess
2,second,chin
2,second,chocolate
2,second,choice
2,second,chopstick
2,second,circle
2,second,citizen
2,second,claim
2,second,clap
2,second,classic
2,second,claw
2,second,clay
2,second,cleaner
2,second,clerk
2,second,climate
2,second,closet
2,second,cloth
2,second,clothes
2,second,clothing
2,second,clown
2,second,club
2,second,coach
2,second,coal
2,second,cock
2,second,cockroach
2,second,coin
2,second,comb
2,second,company
2,second,completion
2,second,computer
2,second,conflict
2,second,Confucius
2,second,congratulation
2,second,contact
2,second,control
2,second,controller
2,second,conversation
2,second,cooker
2,second,copy
2,second,corner
2,second,cotton
2,second,cough
2,second,countryside
2,second,county
2,second,couple
2,second,courage
2,second,court
2,second,cousin
2,second,crab
2,second,crane
2,second,crayon
2,second,cream
2,second,crime
2,second,crisis
2,second,crop
2,second,cross
2,second,crowd
2,second,culture
2,second,cure
2,second,curtain
2,second,custom
2,second,customer
2,second,daily
2,second,damage
2,second,data
2,second,dawn
2,second,debate
2,second,debt
2,second,decision
2,second,degree
2,second,delay
2,second,dentist
2,second,department
2,second,depth
2,second,desert
2,second,design
2,second,desire
2,second,dessert
2,second,development
2,second,dew
2,second,dial
2,second,diamond
2,second,diary
2,second,dictionary
2,second,difference
2,second,difficulty
2,second,dinosaur
2,second,direction
2,second,director
2,second,disagreement
2,second,discussion
2,second,display
2,second,distance
2,second,divide
2,second,division
2,second,dolphin
2,second,donkey
2,second,dot
2,second,double
2,second,doubt
2,second,doughnut
2,second,downtown
2,second,drag
2,second,dragon
2,second,dragonfly
2,second,drama
2,second,drawer
2,second,drawing
2,second,dress
2,second,drop
2,second,drug
2,second,drugstore
2,second,drum
2,second,dryer
2,second,dumpling
2,second,duty
2,second,earthquake
2,second,education
2,second,effect
2,second,effort
2,second,elder
2,second,element
2,second,elevator
2,second,emotion
2,second,encouragement
2,second,ending
2,second,enemy
2,second,energy
2,second,enjoyment
2,second,entrance
2,second,envelope
2,second,environment
2,second,eraser
2,second,error
2,second,event
2,second,excitement
2,second,excuse
2,second,exercise
2,second,experience
2,second,expert
2,second,express
2,second,extra
2,second,eyebrow
2,second,fail
2,second,failure
2,second,fair
2,second,fault
2,second,favor
2,second,favorite
2,second,fee
2,second,fellow
2,second,female
2,second,fence
2,second,festival
2,second,fever
2,second,field
2,second,fighter
2,second,figure
2,second,film
2,second,fireman
2,second,firewoman
2,second,fisherman
2,second,fit
2,second,fix
2,second,flag
2,second,flash
2,third,flashlight
2,third,flat
2,third,flight
2,third,flood
2,third,flour
2,third,flow
2,third,flu
2,third,flute
2,third,focus
2,third,following
2,third,fool
2,third,football
2,third,foreigner
2,third,form
2,third,forward
2,third,fox
2,third,freedom
2,third,freezer
2,third,fridge
2,third,fright
2,third,function
2,third,future
2,third,gain
2,third,garage
2,third,garbage
2,third,gardener
2,third,gate
2,third,general
2,third,gentleman
2,third,geography
2,third,giant
2,third,giraffe
2,third,glove
2,third,glue
2,third,goal
2,third,goat
2,third,golf
2,third,government
2,third,grade
2,third,grape
2,third,growth
2,third,guard
2,third,guava
2,third,guitar
2,third,guy
2,third,habit
2,third,hall
2,third,hamburger
2,third,hammer
2,third,handkerchief
2,third,handle
2,third,hanger
2,third,heater
2,third,height
2,third,hen
2,third,hero
2,third,heroine
2,third,highway
2,third,hip
2,third,hippo
2,third,hippopotamus
2,third,hire
2,third,hobby
2,third,holder
2,third,honey
2,third,hop
2,third,hospital
2,third,host
2,third,hostess
2,third,hotel
2,third,hum
2,third,humor
2,third,hunger
2,third,hunt
2,third,hunter
2,third,hurry
2,third,icebox
2,third,ill
2,third,importance
2,third,improvement
2,third,income
2,third,increase
2,third,independence
2,third,industry
2,third,influence
2,third,ink
2,third,insect
2,third,instance
2,third,instant
2,third,instrument
2,third,interview
2,third,invitation
2,third,island
2,third,item
2,third,jacket
2,third,jam
2,third,jazz
2,third,jeans
2,third,jeep
2,third,jog
2,third,joint
2,third,judge
2,third,judgement
2,third,judgment
2,third,ketchup
2,third,kindergarten
2,third,kingdom
2,third,knock
2,third,knowledge
2,third,koala
2,third,ladybird
2,third,ladybug
2,third,lane
2,third,language
2,third,lantern
2,third,lap
2,third,lawyer
2,third,leadership
2,third,lemon
2,third,lemonade
2,third,length
2,third,leopard
2,third,lettuce
2,third,library
2,third,lick
2,third,lid
2,third,lightning
2,third,limit
2,third,link
2,third,liquid
2,third,listener
2,third,loaf
2,third,local
2,third,lock
2,third,log
2,third,loser
2,third,loss
2,third,lover
2,third,luck
2,third,magazine
2,third,magic
2,third,magician
2,third,main
2,third,male
2,third,Mandarin
2,third,mango
2,third,manner
2,third,mark
2,third,marriage
2,third,mask
2,third,mass
2,third,mat
2,third,match
2,third,mate
2,third,meal
2,third,meaning
2,third,means
2,third,measurement
2,third,medicine
2,third,meeting
2,third,melody
2,third,melon
2,third,member
2,third,memory
2,third,menu
2,third,message
2,third,metal
2,third,meter
2,third,method
2,third,metro
2,third,military
2,third,million
2,third,mine
2,third,minus
2,third,mirror
2,third,mix
2,third,model
2,third,monster
2,third,mosquito
2,third,moth
2,third,motion
2,third,motorcycle
2,third,mule
2,third,museum
2,third,musician
2,third,nail
2,third,napkin
2,third,necklace
2,third,needle
2,third,negative
2,third,neighbor
2,third,nephew
2,third,nest
2,third,net
2,third,niece
2,third,nobody
2,third,nod
2,third,noodle
2,third,notebook
2,third,novel
2,third,nut
2,third,object
2,third,offer
2,third,official
2,third,onion
2,third,opinion
2,third,organ
2,third,organization
2,third,oven
2,third,overpass
2,third,owl
2,third,owner
2,third,ox
2,third,pack
2,third,package
2,third,pain
2,third,painter
2,third,painting
2,third,pajamas
2,third,palm
2,third,pan
2,third,panda
2,third,papaya
2,third,pardon
2,third,parrot
2,third,partner
2,third,passenger
2,third,paste
2,third,pat
2,third,path
2,third,patient
2,third,pattern
2,third,peace
2,third,peach
2,third,peanut
2,third,pear
2,third,penguin
2,third,pepper
2,third,perfect
2,third,period
2,third,phone
2,third,photo
2,third,photograph
2,third,photographer
2,third,phrase
2,third,pick
2,third,picnic
2,third,pigeon
2,third,pile
2,third,pillow
2,third,pin
2,third,pineapple
2,third,ping-pong
2,third,pink
2,third,pipe
2,third,pitch
2,third,pizza
2,third,plain
2,third,planet
2,third,plate
2,third,platform
2,third,pleasure
2,third,plus
2,third,poem
2,third,poet
2,third,poison
2,third,policy
2,third,population
2,third,pork
2,third,port
2,third,pose
2,third,positive
2,third,possibility
2,third,post
2,third,postcard
2,third,pot
2,third,potato
2,third,pound
2,third,praise
2,third,presence
2,third,present
2,third,president
2,third,press
2,third,pride
2,third,prince
2,third,princess
2,third,principal
2,third,principle
2,third,printer
2,third,prison
2,third,prisoner
2,third,prize
2,third,produce
2,third,producer
2,third,progress
2,third,project
2,third,promise
2,third,pudding
2,third,pump
2,third,pumpkin
2,third,punishment
2,third,pupil
2,third,puppet
2,third,puppy
2,third,purse
2,third,puzzle
2,third,quality
2,third,quantity
2,third,quarter
2,third,quiz
2,third,rabbit
2,third,range
2,third,reality
2,third,record
2,third,rectangle
2,third,refrigerator
2,third,regard
2,third,region
2,third,regular
2,third,relation
2,third,relationship
2,third,repeat
2,third,reply
2,third,reporter
2,third,requirement
2,third,respect
2,third,restaurant
2,third,restroom
2,third,restroom
2,third,result
2,third,review
2,third,riches
2,third,roach
2,third,role
2,third,roll
2,third,ruler
2,third,runner
2,third,rush
2,third,safety
2,third,sailor
2,third,salad
2,third,sample
2,third,sandwich
2,third,sauce
2,third,science
2,third,scientist
2,third,scissors
2,third,score
2,third,screen
2,third,search
2,third,secret
2,third,secretary
2,third,section
2,third,selection
2,third,semester
2,third,servant
2,third,settlement
2,third,share
2,third,shelf
2,third,shell
2,third,shock
2,third,shoot
2,third,shorts
2,third,shower
2,third,shrimp
2,third,sidewalk
2,third,sign
2,third,silence
2,third,silk
2,third,single
2,third,sink
2,third,skirt
2,third,slide
2,third,slip
2,third,slipper
2,third,snack
2,third,snail
2,third,soccer
2,third,society
2,third,sock
2,third,soldier
2,third,solution
2,third,somebody
2,third,sort
2,third,source
2,third,soy
2,third,soybean
2,third,speaker
2,third,speed
2,third,spelling
2,third,spider
2,third,spinach
2,third,spirit
2,third,spot
2,third,spread
2,third,spring
2,third,square
2,third,squirrel
2,third,stage
2,third,stamp
2,third,standard
2,third,steak
2,third,steam
2,third,steel
2,third,stick
2,third,storm
2,third,stove
2,third,straight
2,third,stranger
2,third,straw
2,third,strawberry
2,third,stream
2,third,stress
2,third,stretch
2,third,strike
2,third,string
2,third,struggle
2,third,subject
2,third,subway
2,third,success
2,third,sudden
2,third,suit
2,third,supermarket
2,third,supply
2,third,support
2,third,surface
2,third,swallow
2,third,swan
2,third,sweater
2,third,sweep
2,third,swing
2,third,symbol
2,third,table tennis
2,third,talent
2,third,tangerine
2,third,tank
2,third,tape
2,third,target
2,third,task
2,third,team
2,third,tear
2,third,teen
2,third,teenager
2,third,telephone
2,third,television
2,third,temple
2,third,tennis
2,third,tent
2,third,term
2,third,test
2,third,textbook
2,third,theater
2,third,thief
2,third,throat
2,third,thumb
2,third,thunder
2,third,tip
2,third,title
2,third,toast
2,third,toe
2,third,tofu
2,third,toilet
2,third,tomato
2,third,tongue
2,third,tooth
2,third,topic
2,third,tour
2,third,towel
2,third,tower
2,third,track
2,third,trade
2,third,tradition
2,third,traffic
2,third,trap
2,third,travel
2,third,treasure
2,third,treat
2,third,treatment
2,third,trial
2,third,triangle
2,third,trick
2,third,trousers
2,third,truck
2,third,trumpet
2,third,trust
2,third,truth
2,third,tube
2,third,tunnel
2,third,turkey
2,third,turtle
2,third,type
2,third,typhoon
2,third,umbrella
2,third,underground
2,third,underwear
2,third,uniform
2,third,user
2,third,vacation
2,third,valley
2,third,value
2,third,victory
2,third,video
2,third,village
2,third,violin
2,third,visitor
2,third,vocabulary
2,third,volleyball
2,third,vote
2,third,voter
2,third,waist
2,third,waiter
2,third,waitress
2,third,wallet
2,third,waterfall
2,third,watermelon
2,third,wave
2,third,weapon
2,third,weekday
2,third,western
2,third,whale
2,third,wheel
2,third,whisper
2,third,width
2,third,wild
2,third,wing
2,third,winner
2,third,wire
2,third,wolf
2,third,wonder
2,third,wool
2,third,worth
2,third,wound
2,third,yard
2,third,youth
2,third,zebra
3,first,acceptable
3,first,accurate
3,first,actual
3,first,additional
3,first,advanced
3,first,apparent
3,first,arithmetic
3,first,attractive
3,first,automatic
3,first,available
3,first,average
3,first,awake
3,first,aware
3,first,awful
3,first,bare
3,first,bold
3,first,brass
3,first,brilliant
3,first,capable
3,first,capital
3,first,casual
3,first,ceramic
3,first,changeable
3,first,cheerful
3,first,cherry
3,first,chill
3,first,chilly
3,first,civil
3,first,classical
3,first,commercial
3,first,complex
3,first,confident
3,first,conscious
3,first,considerable
3,first,constant
3,first,countable
3,first,creative
3,first,criminal
3,first,crisp
3,first,crispy
3,first,crunchy
3,first,cultural
3,first,current
3,first,darling
3,first,democratic
3,first,desirable
3,first,diligent
3,first,dim
3,first,domestic
3,first,doubtful
3,first,dramatic
3,first,drowsy
3,first,drunk
3,first,due
3,first,eager
3,first,educational
3,first,efficient
3,first,elderly
3,first,electric
3,first,electrical
3,first,electronic
3,first,empty
3,first,energetic
3,first,enjoyable
3,first,environmental
3,first,evil
3,first,expressive
3,first,extreme
3,first,faint
3,first,fairy
3,first,fake
3,first,familiar
3,first,fancy
3,first,farther
3,first,fashionable
3,first,fond
3,first,frequent
3,first,global
3,first,gradual
3,first,handy
3,first,harmful
3,first,hasty
3,first,historic
3,first,historical
3,first,hollow
3,first,holy
3,first,horrible
3,first,hourly
3,first,humorous
3,first,icy
3,first,ideal
3,first,immediate
3,first,impressive
3,first,individual
3,first,indoor
3,first,industrial
3,first,inferior
3,first,inner
3,first,innocent
3,first,internal
3,first,ivory
3,first,jealous
3,first,joyful
3,first,latter
3,first,liberal
3,first,lively
3,first,loose
3,first,magical
3,first,major
3,first,manageable
3,first,marvelous
3,first,mathematical
3,first,mature
3,first,meaningful
3,first,medical
3,first,mental
3,first,merry
3,first,mighty
3,first,minor
3,first,missing
3,first,mobile
3,first,moist
3,first,moral
3,first,musical
3,first,native
3,first,nervous
3,first,noble
3,first,normal
3,first,obvious
3,first,odd
3,first,opposite
3,first,optimistic
3,first,original
3,first,outdoor
3,first,outer
3,first,pale
3,first,plastic
3,first,political
3,first,pop
3,first,practical
3,first,precious
3,first,previous
3,first,primary
3,first,probable
3,first,proper
3,first,protective
3,first,pure
3,first,queer
3,first,racial
3,first,raw
3,first,reasonable
3,first,regional
3,first,reliable
3,first,religious
3,first,remote
3,first,representative
3,first,ripe
3,first,roast
3,first,romantic
3,first,rotten
3,first,rough
3,first,routine
3,first,rusty
3,first,satisfactory
3,first,scarce
3,first,scary
3,first,scientific
3,first,secondary
3,first,sensible
3,first,sensitive
3,first,sexual
3,first,sexy
3,first,shady
3,first,shallow
3,first,shiny
3,first,significant
3,first,sincere
3,first,slippery
3,first,smooth
3,first,solid
3,first,sore
3,first,specific
3,first,stable
3,first,stale
3,first,steady
3,first,steep
3,first,sticky
3,first,stiff
3,first,stormy
3,first,stubborn
3,first,sufficient
3,first,suitable
3,first,superior
3,first,suspect
3,first,swift
3,first,tame
3,first,technical
3,first,temporary
3,first,tender
3,first,thankful
3,first,tidy
3,first,tight
3,first,tricky
3,first,tropical
3,first,truthful
3,first,typical
3,first,upset
3,first,vacant
3,first,valuable
3,first,various
3,first,violent
3,first,violet
3,first,visible
3,first,vivid
3,first,wealthy
3,first,wicked
3,first,x-ray
3,first,account
3,first,ache
3,first,achieve
3,first,admire
3,first,admit
3,first,adopt
3,first,advertise
3,first,advise
3,first,affect
3,first,afford
3,first,amaze
3,first,announce
3,first,appeal
3,first,appreciate
3,first,approach
3,first,approve
3,first,assist
3,first,attempt
3,first,attract
3,first,author
3,first,average
3,first,awake
3,first,awaken
3,first,award
3,first,ax
3,first,axe
3,first,bait
3,first,balance
3,first,bandage
3,first,bang
3,first,bare
3,first,beam
3,first,behave
3,first,benefit
3,first,blame
3,first,blanket
3,first,bleed
3,first,bless
3,first,boot
3,first,border
3,first,bore
3,first,brake
3,first,breathe
3,first,breeze
3,first,bubble
3,first,bud
3,first,budget
3,first,bump
3,first,burden
3,first,bury
3,first,buzz
3,first,canoe
3,first,capture
3,first,cast
3,first,celebrate
3,first,chain
3,first,challenge
3,first,channel
3,first,charm
3,first,chat
3,first,cheer
3,first,chew
3,first,chill
3,first,chip
3,first,choke
3,first,chop
3,first,click
3,first,clip
3,first,combine
3,first,comfort
3,first,command
3,first,communicate
3,first,compete
3,first,concern
3,first,conclude
3,first,condition
3,first,confuse
3,first,connect
3,first,contract
3,first,couch
3,first,cradle
3,first,crash
3,first,crawl
3,first,credit
3,first,creep
3,first,crown
3,first,cycle
3,first,dam
3,first,dare
3,first,dash
3,first,deafen
3,first,deepen
3,first,define
3,first,deposit
3,first,destroy
3,first,detail
3,first,determine
3,first,diet
3,first,dim
3,first,dine
3,first,dip
3,first,disappoint
3,first,discount
3,first,dislike
3,first,ditch
3,first,dive
3,first,dock
3,first,dodge
3,first,dose
3,first,drain
3,first,drip
3,first,drown
3,first,dump
3,first,dust
3,first,echo
3,first,edit
3,first,educate
3,first,elbow
3,first,emphasize
3,first,employ
3,first,empty
3,first,enable
3,first,engage
3,first,envy
3,first,erase
3,first,escape
3,first,exchange
3,first,exit
3,first,experiment
3,first,explode
3,first,export
3,first,fade
3,first,faint
3,first,fake
3,first,fancy
3,first,fashion
3,first,fasten
3,first,fax
3,first,feature
3,first,file
3,first,fist
3,first,flame
3,first,flavor
3,first,float
3,first,flock
3,first,fold
3,first,found
3,second,freeze
3,second,frequent
3,second,frustrate
3,second,fry
3,second,fund
3,second,gamble
3,second,gang
3,second,gesture
3,second,glance
3,second,glory
3,second,glow
3,second,gossip
3,second,grab
3,second,graduate
3,second,grasp
3,second,grin
3,second,harbor
3,second,harm
3,second,harvest
3,second,hatch
3,second,headline
3,second,heal
3,second,heap
3,second,heel
3,second,hesitate
3,second,hike
3,second,hint
3,second,hollow
3,second,honor
3,second,hug
3,second,hush
3,second,import
3,second,impress
3,second,inform
3,second,injure
3,second,inspect
3,second,interrupt
3,second,investigate
3,second,jail
3,second,jaw
3,second,jet
3,second,journey
3,second,junk
3,second,kneel
3,second,knight
3,second,knit
3,second,knot
3,second,label
3,second,lace
3,second,leak
3,second,leap
3,second,lengthen
3,second,litter
3,second,load
3,second,loosen
3,second,lullaby
3,second,major
3,second,manage
3,second,march
3,second,melt
3,second,memorize
3,second,mend
3,second,mention
3,second,mess
3,second,microwave
3,second,mill
3,second,mist
3,second,mob
3,second,mop
3,second,murder
3,second,mushroom
3,second,nap
3,second,nickname
3,second,observe
3,second,occasion
3,second,orphan
3,second,outline
3,second,owe
3,second,pad
3,second,panic
3,second,parade
3,second,parcel
3,second,participate
3,second,pause
3,second,pave
3,second,paw
3,second,peak
3,second,peel
3,second,peep
3,second,perform
3,second,permit
3,second,persuade
3,second,pickle
3,second,pilot
3,second,pit
3,second,pity
3,second,plug
3,second,poll
3,second,pollute
3,second,pop
3,second,portion
3,second,postpone
3,second,pour
3,second,powder
3,second,pressure
3,second,pretend
3,second,prevent
3,second,process
3,second,profit
3,second,program
3,second,promote
3,second,punch
3,second,pursue
3,second,quarrel
3,second,quote
3,second,rank
3,second,rate
3,second,react
3,second,recognize
3,second,recover
3,second,reduce
3,second,regret
3,second,relate
3,second,relax
3,second,release
3,second,rely
3,second,remain
3,second,remind
3,second,remove
3,second,renew
3,second,rent
3,second,repair
3,second,replace
3,second,represent
3,second,request
3,second,reserve
3,second,resist
3,second,respond
3,second,restrict
3,second,reveal
3,second,rid
3,second,risk
3,second,roar
3,second,roast
3,second,rob
3,second,robe
3,second,rocket
3,second,rot
3,second,rough
3,second,rumor
3,second,rust
3,second,scatter
3,second,schedule
3,second,scoop
3,second,scout
3,second,scream
3,second,screw
3,second,scrub
3,second,seal
3,second,seek
3,second,seize
3,second,sew
3,second,shade
3,second,shadow
3,second,shame
3,second,shampoo
3,second,shave
3,second,shorten
3,second,shovel
3,second,shrink
3,second,sigh
3,second,signal
3,second,sin
3,second,sip
3,second,skate
3,second,ski
3,second,skip
3,second,slave
3,second,slice
3,second,smooth
3,second,snap
3,second,sorrow
3,second,spice
3,second,spill
3,second,spin
3,second,spit
3,second,splash
3,second,spoil
3,second,sprain
3,second,spray
3,second,sprinkle
3,second,spy
3,second,squeeze
3,second,stab
3,second,staff
3,second,stare
3,second,starve
3,second,steady
3,second,sting
3,second,stir
3,second,stitch
3,second,strip
3,second,structure
3,second,stuff
3,second,style
3,second,suck
3,second,suffer
3,second,suggest
3,second,sum
3,second,suppose
3,second,surround
3,second,survey
3,second,suspect
3,second,swear
3,second,sweat
3,second,swell
3,second,switch
3,second,tack
3,second,tag
3,second,tailor
3,second,tame
3,second,tax
3,second,tease
3,second,tend
3,second,thread
3,second,threaten
3,second,tickle
3,second,tidy
3,second,tighten
3,second,toss
3,second,tow
3,second,trace
3,second,trail
3,second,transport
3,second,trash
3,second,tremble
3,second,troop
3,second,tug
3,second,tumble
3,second,tune
3,second,tutor
3,second,twist
3,second,unite
3,second,upset
3,second,vanish
3,second,vary
3,second,wag
3,second,waken
3,second,wander
3,second,warn
3,second,wax
3,second,weaken
3,second,weave
3,second,web
3,second,weed
3,second,weep
3,second,whip
3,second,whistle
3,second,wink
3,second,wipe
3,second,wrap
3,second,x-ray
3,second,yawn
3,second,yell
3,second,zipper
3,second,zone
3,second,dare
3,second,ought
3,second,aboard
3,second,afterward
3,second,afterwards
3,second,apart
3,second,aside
3,second,badly
3,second,bang
3,second,barely
3,second,due
3,second,fairly
3,second,farther
3,second,forever
3,second,forth
3,second,hourly
3,second,indeed
3,second,indoors
3,second,instead
3,second,meanwhile
3,second,opposite
3,second,outdoors
3,second,plenty
3,second,pop
3,second,rough
3,second,seldom
3,second,shortly
3,second,someday
3,second,somehow
3,second,sometime
3,second,somewhat
3,second,steady
3,second,threateningly
3,second,tight
3,second,aboard
3,second,beneath
3,second,onto
3,second,opposite
3,second,unless
3,second,accident
3,second,account
3,second,ache
3,second,achievement
3,second,activity
3,second,ad
3,second,advantage
3,second,adventure
3,second,advertisement
3,second,advice
3,second,adviser
3,second,advisor
3,second,agriculture
3,second,alley
3,second,amazement
3,second,ambassador
3,second,ambition
3,second,angel
3,second,angle
3,second,announcement
3,second,appeal
3,second,approach
3,second,aquarium
3,second,arithmetic
3,second,arrival
3,second,ash
3,second,athlete
3,second,attempt
3,second,attitude
3,second,audience
3,second,author
3,second,auto
3,second,automobile
3,second,avenue
3,second,average
3,second,award
3,second,ax
3,second,axe
3,second,background
3,second,bacon
3,second,bacteria
3,second,badminton
3,second,baggage
3,second,bait
3,second,balance
3,second,bandage
3,second,bang
3,second,barn
3,second,barrel
3,second,bay
3,second,beast
3,second,beggar
3,second,being
3,second,belly
3,second,benefit
3,second,berry
3,second,Bible
3,second,billion
3,second,bingo
3,second,biscuit
3,second,blame
3,second,blanket
3,second,blouse
3,second,boot
3,second,border
3,second,bore
3,second,brake
3,second,brass
3,second,bravery
3,second,breast
3,second,breath
3,second,breeze
3,second,bride
3,second,brook
3,second,broom
3,second,brow
3,second,bubble
3,second,bucket
3,second,bud
3,second,budget
3,second,buffalo
3,second,buffet
3,second,bulb
3,second,bull
3,second,bullet
3,second,bump
3,second,bunch
3,second,burden
3,second,burglar
3,second,bush
3,second,buzz
3,second,cabin
3,second,campus
3,second,cane
3,second,canoe
3,second,canyon
3,second,capital
3,second,capture
3,second,carpenter
3,second,carriage
3,second,cast
3,second,caterpillar
3,second,cattle
3,second,centimeter
3,second,ceramics
3,second,chain
3,second,challenge
3,second,champion
3,second,channel
3,second,chapter
3,second,charm
3,second,chat
3,second,cheek
3,second,cheer
3,second,cheese
3,second,cherry
3,second,chest
3,second,chew
3,second,childhood
3,second,chill
3,second,chimney
3,second,China
3,second,chip
3,second,choke
3,second,chop
3,second,cigarette
